No.,Time,Source,Destination,Protocol,Length,Info
1869,33.387381,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=166059 Win=131328 Len=0
1875,33.387688,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=173049 Win=131328 Len=0
1878,33.387882,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=175845 Win=131328 Len=0
1880,33.388084,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=177243 Win=131328 Len=0
1886,33.388478,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=184233 Win=131328 Len=0
1890,33.388704,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=188427 Win=131328 Len=0
1895,33.389195,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=194019 Win=131328 Len=0
1900,33.389696,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=199611 Win=131328 Len=0
1904,33.389985,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=203805 Win=131328 Len=0
1906,33.390252,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=205203 Win=131328 Len=0
1911,33.390571,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=210795 Win=131328 Len=0
1916,33.39075,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=216387 Win=131328 Len=0
1921,33.391554,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=221979 Win=131328 Len=0
1924,33.391799,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=224775 Win=131328 Len=0
1929,33.395811,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=230367 Win=131328 Len=0
1937,33.396212,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=240153 Win=131328 Len=0
1941,33.396441,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=244347 Win=131328 Len=0
1948,33.396698,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=252735 Win=131328 Len=0
1953,33.397812,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=258327 Win=131328 Len=0
1958,33.398272,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=263919 Win=131328 Len=0
1962,33.398466,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=268113 Win=131328 Len=0
1967,33.398731,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=273705 Win=131328 Len=0
1972,33.399407,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=279297 Win=131328 Len=0
1974,33.399573,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=280695 Win=131328 Len=0
1977,33.399886,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=283491 Win=131328 Len=0
1982,33.400059,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=289083 Win=131328 Len=0
1987,33.401048,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=294675 Win=131328 Len=0
1992,33.401225,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=300267 Win=131328 Len=0
1995,33.401981,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=303063 Win=131328 Len=0
1999,33.40212,10.82.126.202,2.17.115.10,TCP,54,1975  >  80 [ACK] Seq=859 Ack=307257 Win=131328 Len=0
308,14.958732,104.119.150.246,10.82.126.202,TCP,66,"443  >  1932 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1398 SACK_PERM=1 WS=128"
311,14.965893,104.119.150.246,10.82.126.202,TCP,54,443  >  1932 [ACK] Seq=1 Ack=214 Win=30336 Len=0
312,14.966304,104.119.150.246,10.82.126.202,TLSv1.2,1452,Server Hello
313,14.966427,104.119.150.246,10.82.126.202,TCP,1452,443  >  1932 [ACK] Seq=1399 Ack=214 Win=30336 Len=1398 [TCP segment of a reassembled PDU]
314,14.966427,104.119.150.246,10.82.126.202,TLSv1.2,1354,Certificate [TCP segment of a reassembled PDU]
316,14.968818,104.119.150.246,10.82.126.202,TLSv1.2,1452,Certificate Status [TCP segment of a reassembled PDU]
318,14.972869,104.119.150.246,10.82.126.202,TLSv1.2,338,"Server Key Exchange, Server Hello Done"
320,14.983176,104.119.150.246,10.82.126.202,TLSv1.2,328,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
322,14.997548,104.119.150.246,10.82.126.202,TLSv1.2,1090,Application Data
324,15.007695,104.119.150.246,10.82.126.202,TLSv1.2,85,Encrypted Alert
326,15.007929,104.119.150.246,10.82.126.202,TCP,54,"443  >  1932 [FIN, ACK] Seq=7120 Ack=674 Win=31360 Len=0"
331,15.251042,104.119.150.246,10.82.126.202,TCP,66,"443  >  1934 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1398 SACK_PERM=1 WS=128"
334,15.257858,104.119.150.246,10.82.126.202,TCP,54,443  >  1934 [ACK] Seq=1 Ack=214 Win=30336 Len=0
335,15.258339,104.119.150.246,10.82.126.202,TLSv1.2,1452,Server Hello
336,15.258791,104.119.150.246,10.82.126.202,TCP,1452,443  >  1934 [ACK] Seq=1399 Ack=214 Win=30336 Len=1398 [TCP segment of a reassembled PDU]
338,15.259207,104.119.150.246,10.82.126.202,TLSv1.2,1354,Certificate [TCP segment of a reassembled PDU]
339,15.259731,104.119.150.246,10.82.126.202,TLSv1.2,1452,Certificate Status [TCP segment of a reassembled PDU]
341,15.265295,104.119.150.246,10.82.126.202,TLSv1.2,338,"Server Key Exchange, Server Hello Done"
343,15.276263,104.119.150.246,10.82.126.202,TLSv1.2,328,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
345,15.299302,104.119.150.246,10.82.126.202,TLSv1.2,318,Application Data
347,15.307851,104.119.150.246,10.82.126.202,TLSv1.2,85,Encrypted Alert
349,15.308109,104.119.150.246,10.82.126.202,TCP,54,"443  >  1934 [FIN, ACK] Seq=6348 Ack=891 Win=31488 Len=0"
563,30.790832,104.119.150.246,10.82.126.202,TCP,66,"443  >  1951 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1398 SACK_PERM=1 WS=128"
566,30.797853,104.119.150.246,10.82.126.202,TCP,54,443  >  1951 [ACK] Seq=1 Ack=214 Win=30336 Len=0
567,30.798353,104.119.150.246,10.82.126.202,TLSv1.2,1452,Server Hello
568,30.798353,104.119.150.246,10.82.126.202,TCP,1452,443  >  1951 [ACK] Seq=1399 Ack=214 Win=30336 Len=1398 [TCP segment of a reassembled PDU]
570,30.798545,104.119.150.246,10.82.126.202,TLSv1.2,1354,Certificate [TCP segment of a reassembled PDU]
571,30.799263,104.119.150.246,10.82.126.202,TLSv1.2,1452,Certificate Status [TCP segment of a reassembled PDU]
573,30.80475,104.119.150.246,10.82.126.202,TLSv1.2,338,"Server Key Exchange, Server Hello Done"
575,30.814985,104.119.150.246,10.82.126.202,TLSv1.2,328,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
577,30.822743,104.119.150.246,10.82.126.202,TLSv1.2,711,Application Data
580,30.843621,104.119.150.246,10.82.126.202,TLSv1.2,85,Encrypted Alert
582,30.843932,104.119.150.246,10.82.126.202,TCP,54,"443  >  1951 [FIN, ACK] Seq=6741 Ack=880 Win=31360 Len=0"
1492,31.178917,104.119.150.246,10.82.126.202,TCP,66,"443  >  1962 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1398 SACK_PERM=1 WS=128"
1495,31.1859,104.119.150.246,10.82.126.202,TCP,54,443  >  1962 [ACK] Seq=1 Ack=214 Win=30336 Len=0
1496,31.186292,104.119.150.246,10.82.126.202,TLSv1.2,1452,Server Hello
1497,31.186292,104.119.150.246,10.82.126.202,TCP,1452,443  >  1962 [ACK] Seq=1399 Ack=214 Win=30336 Len=1398 [TCP segment of a reassembled PDU]
1499,31.186467,104.119.150.246,10.82.126.202,TLSv1.2,1354,Certificate [TCP segment of a reassembled PDU]
1500,31.188309,104.119.150.246,10.82.126.202,TLSv1.2,1452,Certificate Status [TCP segment of a reassembled PDU]
1502,31.205245,104.119.150.246,10.82.126.202,TLSv1.2,338,"Server Key Exchange, Server Hello Done"
1504,31.214319,104.119.150.246,10.82.126.202,TLSv1.2,328,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
1507,31.224445,104.119.150.246,10.82.126.202,TLSv1.2,729,Application Data
1509,31.23213,104.119.150.246,10.82.126.202,TLSv1.2,85,Encrypted Alert
1511,31.23239,104.119.150.246,10.82.126.202,TCP,54,"443  >  1962 [FIN, ACK] Seq=6759 Ack=881 Win=31360 Len=0"
84,5.675516,13.107.42.23,10.82.126.202,TCP,54,"443  >  1735 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
3,0.042264,193.60.199.98,10.82.126.202,DNS,155,Standard query response 0xad8f A nexusrules.officeapps.live.com CNAME prod.nexusrules.live.com.akadns.net A 52.109.76.31
24,1.445784,193.60.199.98,10.82.126.202,DNS,207,Standard query response 0x4a36 A v10.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME skypedataprdcoleus06.cloudapp.net A 52.114.133.60
90,7.750704,193.60.199.98,10.82.126.202,DNS,207,Standard query response 0x21ae A v10.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME skypedataprdcoleus06.cloudapp.net A 52.114.133.60
153,13.981696,193.60.199.98,10.82.126.202,DNS,159,Standard query response 0x8382 A mrodevicemgr.officeapps.live.com CNAME prod.mrodevicemgr.live.com.akadns.net A 52.109.88.44
204,14.399941,193.60.199.98,10.82.126.202,DNS,295,Standard query response 0xb026 A officecdn.microsoft.com CNAME office.c2r.akadns.net CNAME 2-01-3f20-0003.cdx.cedexis.net CNAME office-prod.edgekey.net CNAME office-prod.edgekey.net.globalredir.akadns.net CNAME e1723.dscd.akamaiedge.net A 23.44.100.99
215,14.417682,193.60.199.98,10.82.126.202,DNS,300,Standard query response 0x53d5 A nimbus.bitdefender.net CNAME elb-irl-amz.nimbus.bitdefender.net CNAME kube-nimbus-1399884016.eu-west-1.elb.amazonaws.com A 52.213.158.68 A 52.214.218.92 A 52.49.20.117 A 52.209.122.186 A 52.48.169.164 A 52.212.19.105 A 54.171.241.5 A 54.77.210.201
223,14.436753,193.60.199.98,10.82.126.202,DNS,234,Standard query response 0x6f0b A officecdn.microsoft.com.edgesuite.net CNAME officecdn.microsoft.com.edgesuite.net.globalredir.akadns.net CNAME a1737.dspw65.akamai.net A 23.55.58.192 A 23.55.58.248
282,14.82818,193.60.199.98,10.82.126.202,DNS,209,Standard query response 0xd778 A geo.prod.do.dsp.mp.microsoft.com CNAME geo-prod.do.dsp.mp.microsoft.com CNAME geo-prod.dodsp.mp.microsoft.com.nsatc.net CNAME array612.prod.do.dsp.mp.microsoft.com A 20.54.24.148
304,14.948767,193.60.199.98,10.82.126.202,DNS,258,Standard query response 0xc506 A kv601.prod.do.dsp.mp.microsoft.com CNAME kv601.prod.dodsp.mp.microsoft.com.nsatc.net CNAME kv601.prod.do.dsp.mp.microsoft.com.edgekey.net CNAME e12358.g.akamaiedge.net A 104.119.150.246
329,15.2438,193.60.199.98,10.82.126.202,DNS,258,Standard query response 0x5b98 A cp601.prod.do.dsp.mp.microsoft.com CNAME cp601.prod.dodsp.mp.microsoft.com.nsatc.net CNAME cp601.prod.do.dsp.mp.microsoft.com.edgekey.net CNAME e12358.g.akamaiedge.net A 104.119.150.246
354,15.328108,193.60.199.98,10.82.126.202,DNS,295,Standard query response 0x3679 A officecdn.microsoft.com CNAME office.c2r.akadns.net CNAME 2-01-3f20-0003.cdx.cedexis.net CNAME office-prod.edgekey.net CNAME office-prod.edgekey.net.globalredir.akadns.net CNAME e1723.dscd.akamaiedge.net A 23.44.100.99
382,15.721928,193.60.199.98,10.82.126.202,DNS,295,Standard query response 0xed3f A officecdn.microsoft.com CNAME office.c2r.akadns.net CNAME 2-01-3f20-0003.cdx.cedexis.net CNAME office-prod.edgekey.net CNAME office-prod.edgekey.net.globalredir.akadns.net CNAME e1723.dscd.akamaiedge.net A 23.44.100.99
481,29.723095,193.60.199.98,10.82.126.202,DNS,181,Standard query response 0xa6ed A tsfe.trafficshaping.dsp.mp.microsoft.com CNAME tsfe.trafficmanager.net CNAME tsfe-prod-db5.trafficmanager.net A 52.155.169.137
511,30.028055,193.60.199.98,10.82.126.202,DNS,207,Standard query response 0xfb14 A v10.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME skypedataprdcoleus06.cloudapp.net A 52.114.133.60
561,30.783135,193.60.199.98,10.82.126.202,DNS,258,Standard query response 0x268f A cp601.prod.do.dsp.mp.microsoft.com CNAME cp601.prod.dodsp.mp.microsoft.com.nsatc.net CNAME cp601.prod.do.dsp.mp.microsoft.com.edgekey.net CNAME e12358.g.akamaiedge.net A 104.119.150.246
583,30.843932,193.60.199.98,10.82.126.202,DNS,295,Standard query response 0x4dfd A dl.delivery.mp.microsoft.com CNAME nontlu-fg-shim.trafficmanager.net CNAME 2-01-3cf7-000c.cdx.cedexis.net CNAME dl.delivery.mp.microsoft.com-c.edgesuite.net CNAME a1683.dscd.akamai.net A 2.17.115.33 A 23.55.58.67
592,30.857958,193.60.199.98,10.82.126.202,DNS,300,Standard query response 0xbce4 A nimbus.bitdefender.net CNAME elb-irl-amz.nimbus.bitdefender.net CNAME kube-nimbus-1399884016.eu-west-1.elb.amazonaws.com A 52.212.19.105 A 54.171.241.5 A 52.210.100.4 A 52.49.156.55 A 52.31.95.8 A 34.251.68.59 A 54.72.98.214 A 52.212.8.92
615,30.882289,193.60.199.98,10.82.126.202,DNS,238,Standard query response 0xf3ab A 3.tlu.dl.delivery.mp.microsoft.com CNAME 3.tlu.dl.delivery.mp.microsoft.com.c.footprint.net A 8.238.55.254 A 67.26.43.254 A 8.238.2.126 A 8.248.171.254 A 8.250.43.254
1529,31.274927,193.60.199.98,10.82.126.202,DNS,220,Standard query response 0x9214 A 2.tlu.dl.delivery.mp.microsoft.com CNAME 2.tlu.dl.delivery.mp.microsoft.com.edgesuite.net CNAME a122.dscg3.akamai.net A 2.17.115.10 A 23.55.58.104
1532,31.28822,2.17.115.10,10.82.126.202,TCP,66,"80  >  1967 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1398 SACK_PERM=1 WS=128"
1540,31.289901,2.17.115.10,10.82.126.202,TCP,54,80  >  1967 [ACK] Seq=1 Ack=422 Win=15744 Len=0
1542,31.29976,2.17.115.10,10.82.126.202,HTTP,679,HTTP/1.1 403 Forbidden  (text/html)
1545,31.302307,2.17.115.10,10.82.126.202,TCP,54,"80  >  1967 [FIN, ACK] Seq=626 Ack=423 Win=15744 Len=0"
1646,33.341006,2.17.115.10,10.82.126.202,TCP,66,"80  >  1975 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1398 SACK_PERM=1 WS=128"
1650,33.348529,2.17.115.10,10.82.126.202,TCP,54,80  >  1975 [ACK] Seq=1 Ack=422 Win=15744 Len=0
1655,33.355391,2.17.115.10,10.82.126.202,HTTP,1044,HTTP/1.1 206 Partial Content 
1659,33.363417,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=991 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1660,33.36364,2.17.115.10,10.82.126.202,TCP,104,"80  >  1975 [PSH, ACK] Seq=2389 Ack=859 Win=16768 Len=50 [TCP segment of a reassembled PDU]"
1661,33.36364,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=2439 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1662,33.36364,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=3837 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1664,33.363927,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=5235 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1665,33.363927,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=6633 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1666,33.363927,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=8031 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1667,33.363927,2.17.115.10,10.82.126.202,TCP,304,"80  >  1975 [PSH, ACK] Seq=9429 Ack=859 Win=16768 Len=250 [TCP segment of a reassembled PDU]"
1668,33.363927,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=9679 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1669,33.363927,2.17.115.10,10.82.126.202,TCP,104,"80  >  1975 [PSH, ACK] Seq=11077 Ack=859 Win=16768 Len=50 [TCP segment of a reassembled PDU]"
1671,33.36473,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=11127 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1672,33.364831,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=12525 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1674,33.364955,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=13923 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1675,33.365115,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=15321 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1676,33.365115,2.17.115.10,10.82.126.202,TCP,906,"80  >  1975 [PSH, ACK] Seq=16719 Ack=859 Win=16768 Len=852 [TCP segment of a reassembled PDU]"
1681,33.368456,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=17571 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1682,33.368456,2.17.115.10,10.82.126.202,TCP,104,"80  >  1975 [PSH, ACK] Seq=18969 Ack=859 Win=16768 Len=50 [TCP segment of a reassembled PDU]"
1683,33.368456,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=19019 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1684,33.368456,2.17.115.10,10.82.126.202,TCP,104,"80  >  1975 [PSH, ACK] Seq=20417 Ack=859 Win=16768 Len=50 [TCP segment of a reassembled PDU]"
1686,33.369726,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=20467 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1687,33.369726,2.17.115.10,10.82.126.202,TCP,104,"80  >  1975 [PSH, ACK] Seq=21865 Ack=859 Win=16768 Len=50 [TCP segment of a reassembled PDU]"
1688,33.369726,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=21915 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1689,33.369726,2.17.115.10,10.82.126.202,TCP,104,"80  >  1975 [PSH, ACK] Seq=23313 Ack=859 Win=16768 Len=50 [TCP segment of a reassembled PDU]"
1691,33.369884,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=23363 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1692,33.369884,2.17.115.10,10.82.126.202,TCP,104,"80  >  1975 [PSH, ACK] Seq=24761 Ack=859 Win=16768 Len=50 [TCP segment of a reassembled PDU]"
1693,33.369884,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=24811 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1694,33.369884,2.17.115.10,10.82.126.202,TCP,104,"80  >  1975 [PSH, ACK] Seq=26209 Ack=859 Win=16768 Len=50 [TCP segment of a reassembled PDU]"
1707,33.371203,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=26259 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1708,33.371203,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=27657 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1709,33.371203,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=29055 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1711,33.371338,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=30453 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1714,33.371496,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=31851 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1719,33.372048,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=33249 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1720,33.372048,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=34647 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1721,33.372048,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=36045 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1723,33.372232,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=37443 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1724,33.372232,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=38841 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1725,33.372232,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=40239 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1726,33.372232,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=41637 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1728,33.372401,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=43035 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1729,33.372401,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=44433 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1730,33.372401,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=45831 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1742,33.37606,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=47229 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1743,33.37606,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=48627 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1744,33.37606,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=50025 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1750,33.376603,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=51423 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1751,33.376603,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=52821 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1755,33.376603,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=54219 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1756,33.376603,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=55617 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1757,33.376603,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=57015 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1758,33.376603,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=58413 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1759,33.376603,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=59811 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1762,33.377184,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=61209 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1763,33.377184,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=62607 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1764,33.377184,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=64005 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1765,33.377184,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=65403 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1766,33.377184,2.17.115.10,10.82.126.202,TCP,1452,[TCP Previous segment not captured] 80  >  1975 [ACK] Seq=69597 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1767,33.377184,2.17.115.10,10.82.126.202,TCP,1452,[TCP Out-Of-Order] 80  >  1975 [ACK] Seq=66801 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1768,33.377184,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=70995 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1769,33.377184,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=72393 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1770,33.377184,2.17.115.10,10.82.126.202,TCP,1452,[TCP Out-Of-Order] 80  >  1975 [ACK] Seq=68199 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1781,33.378661,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=73791 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1782,33.378661,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=75189 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1783,33.378661,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=76587 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1784,33.378661,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=77985 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1785,33.378661,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=79383 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1787,33.37897,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=80781 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1788,33.37897,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=82179 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1789,33.37897,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=83577 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
1790,33.37897,2.17.115.10,10.82.126.202,TCP,1452,80  >  1975 [ACK] Seq=84975 Ack=859 Win=16768 Len=1398 [TCP segment of a reassembled PDU]
